response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Kansas City,85 percent or higher,Cell,1,0.9757,0.7401,0.4485,0.7518
Rep,18 to 34,High school,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,18 to 29,High School Grad. or Less,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9713,1.7955,1.492,1.8243
Dem,65 and older,Some college or trade school,White,Female,Other,oppose,Disapp.,Don't know,Favorable,Don't know,Support,Support,Oppose,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9886,0.7585,0.5218,0.7676
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kansas City,50 to 85 percent,Cell,1,0.8125,0.7874,0.5317,0.7948
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Clinton Precinct,Less than 50 percent,Cell,0.8889,0.3474,0.8393,1.7087,0.8866
Rep,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Don't know,Unfavorable,Unfavorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9259,0.9976,0.5586,1.0176
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9646,0.7542,0.5293,0.7665
Rep,35 to 49,Grade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9155,2.3635,1.744,2.414
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Clinton Precinct,85 percent or higher,Cell,1,0.9495,1.008,0.6499,1.0258
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5785,1.2402,1.1877,1.2897
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.996,1.1013,0.589,1.1196
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,85 percent or higher,Cell,1,0.8527,1.0087,0.69,1.0395
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.996,0.7585,0.5179,0.7711
Und,18 to 34,Some college or trade school,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,0.7778,0.2046,0.6857,2.3346,0.722
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9321,0.853,0.5164,0.8696
Dem,18 to 34,Bachelors' degree,White,Female,Other,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.6667,0.3969,1.0449,1.9626,0.7898
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.9887,1.0908,0.6351,1.1081
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Clinton Precinct,85 percent or higher,Cell,0.8889,0.9521,0.7742,0.4694,0.7837
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9939,0.7986,0.4625,0.8116
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.4953,0.9116,1.2562,1.0305
Dem,18 to 34,Grade school,Unknown,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.5399,2.3654,2.7136,2.6306
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Approve,Don't know,Favorable,Unfavorable,Don't know,Oppose,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,1,0.533,0.8699,1.0224,0.9698
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Don't know,Oppose,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.9808,2.0146,1.5648,2.0462
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Clinton Precinct,85 percent or higher,Cell,1,0.9086,1.1103,0.6537,1.135
Rep,18 to 34,High school,Black,Female,Black,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Republican,Female,Not very likely,Republican,Nonwhite,Nonwhite,18 to 34,Non-White,Kansas City,Less than 50 percent,Cell,0.5556,0.2056,2.2213,9.7544,1.159
Rep,50 to 64,Some college or trade school,Unknown,Female,Black,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9941,0.8962,0.4795,0.9109
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Kansas City,50 to 85 percent,Cell,1,0.8366,0.7748,0.5001,0.7809
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5424,1.1972,1.255,1.2542
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.473,0.895,1.3264,1.0209
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Clinton Precinct,50 to 85 percent,Landline,1,0.6433,0.9883,0.8881,1.0164
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.7778,0.3743,1.0318,1.9352,1.0241
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Less-educ. Trump,85 percent or higher,Landline,1,0.8631,0.7233,0.5143,0.7442
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Less-educ. Trump,50 to 85 percent,Landline,1,0.6205,0.7568,0.766,0.7811
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9978,0.7447,0.5213,0.7574
Rep,18 to 34,High school,White,Male,White,support,Approve,Dems. take House,Don't know,Favorable,Support,Support,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,0.7778,0.3488,1.8999,4.5435,1.533
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,0.7778,0.5694,1.1972,1.1953,1.1619
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9718,0.8658,0.5115,0.8734
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,Black,support,Don't know,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.8393,0.8706,0.6376,0.8992
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9898,0.8292,0.5126,0.8424
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4563,1.1965,1.64,1.2808
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Less-educ. Trump,85 percent or higher,Landline,1,0.994,0.6663,0.4412,0.6771
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Oppose,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9606,0.8292,0.5282,0.843
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5969,1.2023,1.0795,1.3128
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9955,0.8805,0.5062,0.8933
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9967,0.7542,0.5123,0.7668
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Less-educ. Trump,85 percent or higher,Cell,1,0.9926,1.0154,0.4928,1.0317
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.737,0.7657,0.7204,0.778
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.998,0.7404,0.5158,0.7532
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,50 to 85 percent,Cell,0.6667,0.8224,1.0384,0.7167,0.9095
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Kansas City,85 percent or higher,Landline,0.4444,0.9709,0.9462,0.5535,0.939
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9909,0.6663,0.4425,0.6769
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9969,1.0646,0.6025,1.0826
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Don't know,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5709,0.7777,0.8362,0.856
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9911,0.8304,0.5291,0.8409
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.8886,0.7404,0.5793,0.759
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,oppose,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.6766,0.9154,0.7527,0.9779
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,65 and older,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,0.4444,0.9191,0.7681,0.5011,0.5924
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9924,0.7863,0.5153,0.7966
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9897,1.0241,0.6685,1.0403
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.8553,0.878,0.5341,0.9045
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.669,1.1111,0.9466,1.0759
Dem,18 to 34,Graduate or Professional Degree,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.6438,0.7898,0.7302,0.851
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.8599,0.8033,0.5635,0.8269
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9243,1.2108,0.6307,1.2353
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9902,1.0241,0.6681,1.0404
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Don't know,Reps. keep House,Favorable,Unfavorable,Support,Don't know,Support,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.8021,1.2402,0.8566,1.2713
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3916,0.8195,1.3963,0.971
Rep,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Oppose,Oppose,Support,agree,18 to 29,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,0.3333,0.1652,1.1033,4.6348,0.452
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Don't know,Support,Don't know,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,50 to 85 percent,Cell,0.4444,0.6325,2.2759,2.5264,1.9558
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9945,1.1054,0.6666,1.1235
Rep,50 to 64,Some college or trade school,Asian,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9185,0.9663,0.5998,0.9866
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.9745,0.997,0.5996,0.9904
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.7232,0.9336,0.654,0.9684
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9058,0.8739,0.6057,0.8789
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5279,0.8675,0.9358,0.9116
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Dems. take House,Favorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9866,0.8032,0.4708,0.8158
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.993,0.7703,0.5116,0.7828
Rep,50 to 64,Some college or trade school,White,Male,White,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,Less than 50 percent,Cell,0.6667,0.1346,0.8689,3.795,0.8825
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.8901,1.1291,0.6765,1.1571
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9951,1.1922,0.5949,1.2093
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9062,0.9786,0.5427,1.0007
