response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,0.8889,0.2401,0.8685,1.6219,0.955
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9766,1.2648,0.5604,1.2754
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9877,0.3877,0.1805,0.3909
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9936,1.1375,0.4823,1.1475
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9494,1.369,0.7266,1.3829
Rep,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9824,1.0977,0.493,1.1012
Dem,35 to 49,Some college or trade school,Black,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Black,West,50 to 85 percent,Cell,1,0.5522,1.3984,1.5229,1.5374
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9952,0.684,0.2754,0.6902
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,50 to 85 percent,Cell,1,0.829,1.5453,1.1831,1.5871
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,agree,Reps. keep House,Favorable,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,"White, 4-Year College Grads",West,50 to 85 percent,Cell,0.4444,0.7497,1.6608,0.966,1.4615
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Landline,1,0.136,1.7121,5.4947,2.5653
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9956,1.1375,0.4813,1.1479
Dem,35 to 49,Some college or trade school,Black,Female,Black,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,Northwest,85 percent or higher,Landline,1,0.9749,0.6803,0.4039,0.6861
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Other,Oppose,agree,Approve,oppose,Support,Don't know,Dems. take House,Unfavorable,Favorable,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,50 to 64,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9846,0.5695,0.2531,0.5742
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9704,2.1945,1.2102,2.2135
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Don't know,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Black,West,85 percent or higher,Cell,1,0.9724,1.2808,0.6238,1.2827
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,West,Less than 50 percent,Landline,1,0.4734,1.1463,1.7807,1.2122
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Don't know,Don't know,Support,agree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.7778,0.9579,0.7696,0.3071,0.7692
Rep,35 to 49,Graduate or Professional Degree,Other,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Other,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.5015,0.7071,0.8,0.7917
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Landline,0.6667,0.6472,0.8195,0.6461,0.7608
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9964,0.7967,0.2967,0.8027
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,Nonwhite,35 to 49,Other,West,50 to 85 percent,Cell,0.6667,0.7014,0.3577,0.2552,0.2951
Rep,35 to 49,Bachelors' degree,White,Male,Asian,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,Nonwhite,35 to 49,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9813,1.0733,0.545,1.0822
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Unfavorable,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,0.8889,0.2105,1.0104,1.9125,1.1322
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Don't know,support,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,0.8889,0.5167,1.0247,0.8601,0.8908
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9956,0.4117,0.1653,0.4155
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.907,1.2648,0.603,1.2837
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9862,0.684,0.2778,0.6897
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,Don't know,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.995,1.1265,0.5263,1.1342
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9902,0.7839,0.3284,0.7878
Rep,35 to 49,Some college or trade school,Unknown,Female,Other,Oppose,agree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Republican,Nonwhite,35 to 49,Unknown,West,Less than 50 percent,Landline,0.4444,0.3705,1.7329,3.0442,1.0993
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,Don't know,Approve,oppose,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.8713,1.1654,0.9278,1.1888
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Favorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.916,0.7646,0.3232,0.7752
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9969,0.4117,0.1651,0.4156
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,50 to 85 percent,Landline,1,0.7288,1.5303,1.4708,1.4218
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9937,0.3885,0.1844,0.3919
Rep,50 to 64,Some college or trade school,White,Female,Black,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.9152,1.1247,0.8932,1.1403
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9888,0.7967,0.299,0.8034
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7981,0.8981,0.4526,0.9276
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Don't know,oppose,Oppose,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,0.4444,0.8939,0.8123,0.3991,0.6734
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9873,0.9246,0.332,0.9323
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9921,1.2675,0.5674,1.2784
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Landline,1,0.9861,0.4069,0.177,0.4085
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9919,0.6773,0.3017,0.6811
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.989,0.6915,0.2648,0.6973
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9929,0.684,0.276,0.6881
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Northwest,Less than 50 percent,Landline,1,0.2526,1.2969,3.721,1.5074
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.805,0.8509,0.3695,0.8777
