response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIAWI1,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Don't know,Favorable,Unfavorable,Support,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9207,1.6947,1.1836,1.7052
Rep,65 and older,High school,Unknown,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9868,1.5762,0.9473,1.6017
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9975,0.89,0.4968,0.9055
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9269,0.6798,0.4037,0.6937
Und,[DO NOT READ] Refused,High school,White,Female,White,Don't know,Approve,Don't know,Don't know,disagree,Reps. keep House,Unfavorable,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Rest,85 percent or higher,Landline,0,0.995,1.8029,0.9239,1.7888
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,0.8889,0.9077,0.7442,0.6552,0.7411
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9945,0.4077,0.2653,0.4145
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Approve,Don't know,disagree,disagree,Reps. keep House,Don't know,Favorable,Support,Oppose,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,Unknown,Racine/Kenosha City,85 percent or higher,Landline,1,0.9932,0.7657,0.4264,0.7785
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.964,1.2623,0.6339,1.2836
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9498,1.0543,0.7237,1.0733
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,0.3333,0.978,0.932,0.4569,0.8833
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,disagree,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Support,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9021,0.6604,0.4059,0.6759
Rep,35 to 49,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Support,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9332,1.2585,0.7609,1.2833
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9936,0.7385,0.5404,0.7508
Und,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Disapp.,disagree,agree,Don't know,Dems. take House,Unfavorable,Unfavorable,Support,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Lean Trump,Non-White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9779,1.136,0.5647,1.1544
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Lean Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9552,0.8715,1.0098,0.8868
Dem,50 to 64,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9762,0.9395,1.2078,0.9548
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Don't know,disagree,disagree,agree,Don't know,Unfavorable,Don't know,Oppose,Oppose,30 to 44,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,White,Racine/Kenosha Cty.,85 percent or higher,Cell,0.8889,0.8692,0.5564,0.4113,0.5663
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.8143,0.5856,0.347,0.6077
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9945,0.7958,0.3459,0.8092
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9097,0.9357,0.6482,0.9568
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Milwaukee Suburbs,50 to 85 percent,Landline,0.4444,0.5806,0.6274,0.7414,0.4427
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Dems. take House,Don't know,Don't know,Oppose,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9682,0.9357,0.6123,0.9512
Rep,65 and older,High school,White,Female,White,Don't know,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9938,0.971,0.6913,0.9847
Und,65 and older,High school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.9473,1.0656,0.7979,1.085
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9871,0.7765,0.6532,0.789
Und,50 to 64,Some college or trade school,Other,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,Non-White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9062,0.9246,0.6057,0.9458
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.8179,0.9064,0.9627,0.9401
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,agree,agree,agree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9968,0.826,0.5479,0.8389
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Approve,agree,agree,disagree,Don't know,Don't know,Don't know,Oppose,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Rest,85 percent or higher,Landline,1,0.9905,0.6695,0.5452,0.6804
Dem,50 to 64,Some college or trade school,White,Male,Other,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9887,0.5883,0.4246,0.5979
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.98,0.6817,0.4241,0.6927
Dem,65 and older,High school,White,Female,White,Disapp.,Approve,disagree,disagree,disagree,Dems. take House,Don't know,Don't know,Oppose,Support,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,0.7778,0.9339,1.2948,1.0011,1.2808
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9727,0.6635,0.5522,0.6743
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9635,0.8644,0.4414,0.879
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,18 to 29,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,0.2222,0.8874,1.1239,0.5874,0.8224
Dem,65 and older,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Oppose,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Landline,0.4444,0.6783,1.151,0.9995,0.7989
Dem,65 and older,High school,White,Female,White,Approve,Approve,agree,disagree,Don't know,Don't know,Don't know,Don't know,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9856,1.4752,1.081,1.499
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9246,0.7824,0.7766,0.7873
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Rest,50 to 85 percent,Cell,1,0.8234,1.4179,0.7293,1.4691
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,Lean Clinton,White,Rest,85 percent or higher,Cell,1,0.8854,0.7927,0.5505,0.7978
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.992,0.7396,0.4951,0.7518
Und,50 to 64,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,agree,Don't know,Favorable,Unfavorable,Oppose,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Landline,0.7778,0.9036,1.2406,1.3419,1.2204
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8656,0.7453,0.482,0.7669
Rep,18 to 34,Bachelors' degree,Asian,Male,White,Disapp.,Disapp.,disagree,agree,agree,Reps. keep House,Unfavorable,Favorable,Support,Support,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Lean Clinton,Non-White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9544,0.9225,0.4055,0.9294
Dem,18 to 34,High school,White,Female,Black,Don't know,Disapp.,agree,disagree,disagree,Dems. take House,Favorable,Unfavorable,Support,Oppose,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Probably Clinton,White,Racine/Kenosha City,Less than 50 percent,Cell,1,0.489,1.8943,5.0932,1.745
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,Unknown,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9925,0.6852,0.4815,0.6965
