response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9805,1.0847,0.7365,1.0991
Dem,65 and older,High school,Hispanic,Male,Hispanic,Oppose,support,Don't know,Dems. take House,Don't know,Yes,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,0.4444,0.9605,0.845,0.5755,0.8226
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9869,1.0272,0.6314,1.0422
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9535,0.86240000000000006,0.6398,0.88
Und,65 and older,Bachelors' degree,Asian,Male,Asian,Don't know,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Other Non-White,Assembly Dist. 68,50 to 85 percent,Landline,0.6667,0.5645,1.64,1.8446,1.532
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.9908,1.1671,0.7783,1.1893
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9585,1.0563,0.6238,1.0774
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Other,Support,support,Approve,Don't know,Unfavorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.9539,1.0838,0.6282,1.1058
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Irvine,85 percent or higher,Landline,1,0.989,0.9534,0.7429,0.9679
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Don't know,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Landline,1,0.9664,1.0268,0.745,1.0467
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9689,0.754,0.4813,0.7425
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Other,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9113,0.962,0.5558,0.9705
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.5497,0.9253,1.2791,1.0287
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,Don't know,Disapp.,Don't know,Favorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,0.7778,0.9671,1.1197,0.6067,1.1319
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9917,0.7734,0.5352,0.7882
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5042,1.1467,2.0055,1.2959
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9733,0.8091,0.5949,0.8245
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9573,1.1471,0.8862,1.159
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.8865,1.1261,0.8082,1.0644
Rep,65 and older,Some college or trade school,White,[DO NOT READ] Don't know/Refused,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.8606,0.9284,0.7068,0.9585
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.9108,0.845,0.6068,0.8662
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9405,1.0506,0.6042,1.0604
Dem,18 to 34,Some college or trade school,Unknown,Female,Hispanic,Oppose,support,Disapp.,Dems. take House,Favorable,No,Favorable,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Unknown,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5441,0.8088,1.2684,0.8496
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.98740000000000006,0.7734,0.5375,0.788
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9758,0.7763,0.4607,0.786
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9265,0.8861,0.7425,0.8941
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9862,0.8212,0.448,0.8367
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5091,1.177,1.6785,1.3277
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9865,1.0563,0.606,1.0762
Und,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Oppose,18 to 29,4-year College Grad.,Other,Male,Not at all likely,or as a member of another political party,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Irvine,Less than 50 percent,Cell,0,0.1102,1.389,5.532,0.2924
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Landline,0.7778,0.0963,1.1143,4.4072,0.9402
Und,50 to 64,Bachelors' degree,Asian,Female,Asian,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Republican,Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,0.1111,0.9425,1.5877,1.0376,1.1553
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,oppose,Don't know,Dems. take House,Favorable,Don't know,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.9726,1.2001,0.7606,1.2145
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3077,1.1356,2.1104,1.4209
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7303,0.8009,0.6524,0.8475
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9799,0.8557,0.5549,0.8718
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9725,0.7369,0.4507,0.7509
Dem,35 to 49,Some college or trade school,White,Female,Asian,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.8984,0.7581,0.5839,0.7784
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9766,1.0004,0.6009,1.0193
Dem,50 to 64,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.8558,1.0397,0.6349,1.0742
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9799,0.864,0.6169,0.8802
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,35 to 49,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9543,0.8026,0.5084,0.8189
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,oppose,Don't know,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7334,1.1107,0.7755,1.1745
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5901,1.1043,1.0988,1.2119
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.2642,1.1323,2.7989,1.3199
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,0.8889,0.7297,0.8054,0.6278,0.8031
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,0.6667,0.1439,1.0736,4.515,0.7957
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.976,1.1154,0.7098,1.1366
Rep,50 to 64,Some college or trade school,Unknown,Female,Asian,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Unknown,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4118,1.2283,1.8256,1.4449
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,oppose,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,18 to 29,4-year College Grad.,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,0,0.0424,1.3624,4.3593,0.2861
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9467,0.8326,0.5591,0.85
