response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,35 to 49,Some college or trade school,Unknown,Female,White,Oppose,disagree,Don't know,oppose,Oppose,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Rest of LA County,50 to 85 percent,Landline,0.1111,0.5647,1.2727,1.3582,0.465
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9213,0.5092,0.1705,0.5117
Dem,18 to 34,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8873,0.481,0.2247,0.4764
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9791,0.5713,0.2361,0.5713
Rep,50 to 64,Bachelors' degree,Asian,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Don't know,support,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,Santa Clarita,50 to 85 percent,Landline,1,0.8181,0.86,0.509,0.8778
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.6496,0.4259,0.2714,0.4308
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Santa Clarita,50 to 85 percent,Landline,1,0.6275,1.4116,1.2478,1.5041
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,Less than 50 percent,Cell,0.8889,0.1261,0.7612,2.2428,1.0706
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Unknown,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8524,0.4702,0.2132,0.4771
Dem,65 and older,Some college or trade school,Unknown,Male,Black,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Unknown,Rest of LA County,85 percent or higher,Cell,1,0.8597,1.1498,0.7247,1.1397
Und,65 and older,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Don't know,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Independent (No party),Nonwhite,65 and older,Hispanic,Rest of LA County,Less than 50 percent,Cell,0.4444,0.1083,0.7891,2.1153,0.6618
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.7869,0.6546,0.4063,0.672
Dem,35 to 49,Bachelors' degree,White,Female,Other,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9881,1.0107,0.5433,1.0109
Rep,65 and older,Bachelors' degree,Other,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Other Non-White,Rest of LA County,50 to 85 percent,Cell,1,0.5467,0.9,0.9645,0.9832
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Other Non-White,Santa Clarita,85 percent or higher,Cell,1,0.9096,0.5538,0.227,0.5573
Und,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9782,0.4665,0.192,0.4666
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Support,agree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8172,0.7186,0.4274,0.7335
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9788,0.923,0.4007,0.9176
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9734,1.394,0.7568,1.3848
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.9576,2.7185,1.9382,2.7218
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Oppose,disagree,Approve,oppose,Oppose,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Santa Clarita,85 percent or higher,Cell,1,0.8702,1.4356,1.2564,1.4225
Dem,65 and older,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9592,0.9495,0.4706,0.9505
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9761,1.3211,0.5615,1.3213
Dem,65 and older,Some college or trade school,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9221,0.9099,0.5262,0.9011
Dem,65 and older,High school,White,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9727,1.6203,1.0917,1.5704
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,50 to 85 percent,Landline,1,0.7016,0.8026,0.7175,0.8391
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6672,0.3632,0.2497,0.3829
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9557,0.95,0.5432,0.9513
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9724,0.5394,0.2526,0.5395
Dem,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,Don't know,Dems. take House,Don't know,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,Less than 50 percent,Landline,0.8889,0.3272,3.3367,6.8871,3.4951
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9798,1.3239,0.6025,1.324
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Santa Clarita,50 to 85 percent,Landline,0.8889,0.6734,1.121,0.9535,1.1007
Und,35 to 49,Graduate or Professional Degree,White,Female,Other,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.9259,0.9102,0.4144,0.9142
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8587,0.917,0.5052,0.9296
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,85 percent or higher,Cell,0.8889,0.92490000000000006,0.5152,0.2464,0.514
Und,65 and older,Graduate or Professional Degree,White,Male,Black,Oppose,agree,Disapp.,support,Support,disagree,Don't know,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,65 and older,White,Rest of LA County,Less than 50 percent,Landline,0.7778,0.219,1.0508,1.6128,0.8322
Dem,65 and older,Bachelors' degree,White,Male,Black,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8819,0.6025,0.2933,0.6086
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9901,1.1369,0.472,1.1372
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9613,0.4575,0.1951,0.4579
Dem,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.9591,0.6475,0.206,0.6482
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.979,1.394,0.7525,1.386
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9768,1.2089,0.5258,1.209
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9868,1.4327,0.7248,1.4328
Rep,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.919,1.0962,0.6394,1.1018
Und,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Santa Clarita,85 percent or higher,Landline,1,0.9526,0.5152,0.2394,0.516
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.9849,1.569,0.835,1.5691
Dem,18 to 34,Bachelors' degree,White,Male,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.3972,0.8913,1.2346,1.0367
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.5934,1.4408,1.2102,1.5505
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Santa Clarita,50 to 85 percent,Landline,1,0.6516,1.3897,1.0739,1.4054
Dem,35 to 49,Bachelors' degree,Black,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Other Non-White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.8182,0.4697,0.2717,0.4794
Dem,50 to 64,Bachelors' degree,White,Female,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8826,1.0938,0.618,1.0835
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Unknown,Santa Clarita,Less than 50 percent,Cell,1,0.3341,1.1394,1.9629,1.2556
Rep,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9763,1.2393,0.5585,1.2394
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Not very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,50 to 85 percent,Landline,0,0.5204,1.1108,1.1044,0.433
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest of LA County,85 percent or higher,Landline,1,0.9918,1.1979,0.6327,1.1984
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,35 to 49,Hispanic,Rest of LA County,50 to 85 percent,Landline,1,0.7505,0.4769,0.1631,0.4931
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8986,0.9334,0.6932,0.9407
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.5776,1.1,0.9481,1.1896
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Santa Clarita,50 to 85 percent,Cell,1,0.6841,2.146,1.5617,2.253
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,50 to 85 percent,Landline,1,0.8016,1.5911,1.0923,1.6288
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.3904,1.2916,1.5592,1.3908
Dem,50 to 64,Bachelors' degree,White,Male,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9426,0.6584,0.293,0.6601
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7635,1.0098,0.7155,1.0415
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,0.7778,0.8515,0.3313,0.1677,0.3186
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.9535,2.4167,1.4394,2.4205
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,Less than 50 percent,Cell,1,0.2013,1.0379,3.0774,1.4042
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Don't know,Unfavorable,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.8128,0.696,0.4324,0.7111
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.959,0.9061,0.3686,0.9071
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9593,1.0938,0.5689,1.095
Und,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,Less than 50 percent,Cell,0.6667,0.0911,1.8922,7.1797,1.9842
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9548,0.8391,0.3898,0.8403
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9564,0.9183,0.6287,0.9195
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Hispanic,Santa Clarita,85 percent or higher,Cell,0.8889,0.8797,0.9879,0.5935,0.9666
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,50 to 85 percent,Cell,0.7778,0.7507,0.8256,0.5035,0.7883
Rep,35 to 49,High school,White,Male,Black,Oppose,agree,Approve,Don't know,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6977,1.3488,0.9096,1.4114
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9478,0.8147,0.4854,0.8163
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,agree,Don't know,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.8779,0.8632,0.4209,0.8725
Dem,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9712,1.372,0.6249,1.3725
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9823,0.78,0.2418,0.776
