response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9406,0.7451,0.3213,0.7472
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9088,0.5512,0.2308,0.5549
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9957,1.0488,0.5889,1.0499
Und,50 to 64,Some college or trade school,Other,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Other Non-White,"Rest, Clinton",50 to 85 percent,Cell,1,0.8008,0.6254,0.4483,0.6405
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",Less than 50 percent,Landline,1,0.1421,1.5735,5.7547,2.3141
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9687,1.2608,0.786,1.2616
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.9776,0.4852,0.2891,0.4854
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.8476,1.0541,0.5502,1.0706
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,0.5556,0.9932,1.8628,1.0677,1.8236
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,0.6667,0.7094,0.8525,0.4607,0.7892
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,support,Disapp.,Don't know,Favorable,Don't know,Oppose,Oppose,Support,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.5425,1.0504,0.8694,1.1493
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.0972,1.4822,4.929,2.3919
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,disagree,Ted Cruz,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.3898,1.6183,2.2798,1.89
Dem,65 and older,Some college or trade school,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9142,1.1654,0.5813,1.1723
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.9966,0.6005,0.3336,0.5954
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9984,0.4719,0.1946,0.4727
Rep,65 and older,Grade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.7337,1.3219,0.7491,1.3721
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Landline,1,0.4823,0.8344,0.8842,0.9337
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9887,0.9261,0.4656,0.9229
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9946,0.5473,0.1878,0.5477
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9007,0.7233,0.3909,0.7289
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9052,1.1805,0.9115,1.1888
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.979,0.8601,0.5398,0.8553
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.936,0.6151,0.3946,0.6094
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.8851,1.4855,1.0805,1.5002
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Don't know,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9065,1.2671,1.3757,1.2549
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9665,0.9557,0.4965,0.9565
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9944,0.8601,0.5316,0.8608
Dem,35 to 49,Some college or trade school,White,Female,Black,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Landline,0.6667,0.2344,1.4906,2.5063,1.079
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,0.8889,0.8991,1.2469,0.5579,1.2461
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9955,0.4719,0.1951,0.4723
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,0.6667,0.9699,0.9791,0.3705,0.9322
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6659,0.5215,0.5308,0.5501
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.9907,0.702,0.2953,0.7023
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9809,0.7746,0.3514,0.7705
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Landline,1,0.3783,1.3423,2.1407,1.5775
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9847,1.1911,0.5828,1.1857
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Dems. take House,Don't know,Unfavorable,Oppose,Support,Support,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,Unknown,"Rest, Clinton",85 percent or higher,Landline,1,0.9822,0.4333,0.2508,0.4334
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9945,0.5495,0.3606,0.55
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9838,1.1165,0.5123,1.1168
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7502,2.2764,1.4227,2.3546
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,45 to 64,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.4013,1.0704,1.7026,1.1482
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6753,1.1865,0.9317,1.196
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.8163,1.2983,1.1233,1.2901
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4536,1.569,2.1857,1.6551
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.8719,0.6874,0.5023,0.6955
Und,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Oppose,Support,Don't know,agree,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.8535,1.022,0.4425,1.0134
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9933,1.1713,0.589,1.1721
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0.6667,0.3995,1.8917,2.7213,1.4088
