response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Yes,Rep.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Southeast,85 percent or higher,Cell,1,0.9855,1.0428,0.6313,1.03
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9958,0.8893,0.4986,0.8791
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.9966,0.7825,0.3205,0.7745
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Southeast,50 to 85 percent,Cell,1,0.6073,1.1638,1.0679,1.2318
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Don't know,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,North/Rural,50 to 85 percent,Cell,1,0.7812,0.6189,0.3316,0.6282
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Yes,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,50 to 64,Hispanic,Southeast,Less than 50 percent,Cell,1,0.2892,0.8091,1.4156,0.995
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,White,Central,Less than 50 percent,Landline,1,0.3892,1.2181,1.7871,1.0141
Rep,65 and older,High school,White,Female,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,I-4,85 percent or higher,Cell,1,0.905,2.6897,2.2405,2.6748
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Central,Less than 50 percent,Cell,1,0.385,0.948,1.6342,1.0961
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9914,1.0316,0.5643,1.016
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,No,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.1085,1.4129,6.6112,2.1916
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Southwest,50 to 85 percent,Landline,1,0.6582,1.286,0.9598,1.2832
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Hispanic,North/Rural,Less than 50 percent,Landline,1,0.3879,0.9314,1.0322,1.0753
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.9955,0.9644,0.4988,0.9546
Rep,50 to 64,High school,White,Male,White,Don't know,Yes,Rep.,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,North/Rural,50 to 85 percent,Landline,1,0.652,1.7868,2.0524,1.8679
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.9836,0.5867,0.2612,0.5794
Dem,35 to 49,Bachelors' degree,White,Male,White,Don't know,Yes,Dem.,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Southwest,50 to 85 percent,Cell,0.8889,0.567,0.9086,0.8907,0.9474
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,No,Rep.,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,I-4,Less than 50 percent,Cell,1,0.08,0.7067,1.9194,0.9978
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,No,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,I-4,50 to 85 percent,Cell,1,0.5111,0.7279,0.7467,0.8318
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,Other Non-White,North/Rural,85 percent or higher,Cell,1,0.9377,0.4433,0.1985,0.4429
Dem,18 to 34,Some college or trade school,Black,Male,Black,Approve,Yes,Rep.,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Landline,0,0.6676,0.9221,0.7869,0.3452
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Landline,1,0.9244,1.2901,0.8125,1.2618
Dem,50 to 64,Some college or trade school,Other,Male,White,Disapp.,No,Dem.,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Other Non-White,Southeast,85 percent or higher,Cell,1,0.8869,1.0466,0.6624,1.0237
Dem,50 to 64,High school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.8788,2.0515,1.8233,2.0759
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9714,1.2136,0.6968,1.2049
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Yes,Don't know,18 to 29,4-year College Grad.,Republican,Male,Not at all likely,Republican,Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,0.3333,0.7824,0.6615,0.4674,0.3745
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Southeast,50 to 85 percent,Cell,1,0.6097,0.6241,0.5258,0.6602
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southeast,85 percent or higher,Cell,1,0.9872,0.6317,0.2817,0.6257
Rep,35 to 49,Some college or trade school,Asian,Male,Hispanic,Don't know,No,Rep.,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,I-4,50 to 85 percent,Cell,1,0.5763,0.7506,0.654,0.802
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,Black,Southeast,50 to 85 percent,Cell,0.4444,0.6871,1.0523,0.9159,0.7651
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,50 to 64,Black,I-4,50 to 85 percent,Cell,0.4444,0.5012,1.3334,1.7067,0.8027
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Yes,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Black,Central,50 to 85 percent,Cell,1,0.6886,0.7046,0.5207,0.7001
Dem,65 and older,High school,White,Female,White,Disapp.,Yes,Dem.,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Southwest,85 percent or higher,Landline,1,0.953,3.0974,2.4741,3.0853
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.927,0.5688,0.2618,0.5641
Dem,65 and older,Bachelors' degree,Asian,Female,Asian,Disapp.,No,Dem.,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,Southwest,50 to 85 percent,Cell,0.5556,0.7055,0.806,0.5633,0.7122
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,North/Rural,85 percent or higher,Cell,0,0.995,0.6362,0.2582,0.6181
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.7156,0.5804,0.382,0.5748
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,Less than 50 percent,Cell,1,0.4541,0.5491,0.5248,0.614
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,North/Rural,50 to 85 percent,Cell,1,0.7347,0.6955,0.4484,0.731
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Cell,1,0.6971,0.8249,0.5788,0.8771
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,No,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,I-4,50 to 85 percent,Cell,1,0.5424,0.5471,0.3297,0.5912
Dem,50 to 64,High school,White,Male,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Central,85 percent or higher,Cell,1,0.9322,1.7698,1.5922,1.7542
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Southwest,85 percent or higher,Cell,1,0.9835,1.1062,0.3993,1.0962
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,North/Rural,Less than 50 percent,Cell,1,0.4972,1.0441,1.1276,1.0749
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.9019,0.7825,0.3542,0.7877
Und,50 to 64,Bachelors' degree,Black,Male,Other,Don't know,Yes,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Black,Southwest,50 to 85 percent,Cell,1,0.7349,0.5512,0.3331,0.5648
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.8925,1.1364,0.7093,1.132
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,Black,Southeast,Less than 50 percent,Cell,1,0.4196,1.0623,1.1579,1.2747
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,I-4,50 to 85 percent,Cell,1,0.5625,0.7441,0.5983,0.7986
Rep,35 to 49,High school,Hispanic,Female,White,Approve,Yes,Rep.,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Hispanic,Central,50 to 85 percent,Landline,0.5556,0.7516,1.1916,1.0838,1.1218
Rep,18 to 34,High school,Black,Male,Black,Don't know,Yes,Dem.,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,0.6667,0.6323,1.472,1.7855,1.4291
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Yes,Rep.,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Southwest,85 percent or higher,Landline,1,0.9956,1.5157,0.7906,1.4983
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Southeast,85 percent or higher,Cell,1,0.9956,1.1331,0.4791,1.1216
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,No,Dem.,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Southeast,85 percent or higher,Cell,1,0.9404,0.459,0.1784,0.4546
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,No,Rep.,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,White,Southwest,50 to 85 percent,Cell,0,0.5178,0.8105,0.8271,0.2492
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Southeast,50 to 85 percent,Cell,1,0.8003,0.7817,0.5272,0.7905
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9916,1.1364,0.6384,1.1227
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Landline,1,0.9848,0.9714,0.5851,0.9594
Rep,65 and older,High school,White,Female,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Cell,1,0.9927,2.3933,2.0026,2.3693
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.6306,0.6394,0.4905,0.6954
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,North/Rural,50 to 85 percent,Cell,1,0.5668,1.0931,0.8228,1.1715
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,North/Rural,50 to 85 percent,Cell,1,0.6377,0.4952,0.3377,0.4957
4,35 to 49,High school,White,Male,White,Approve,Yes,Rep.,30 to 44,High School Grad. or Less,Republican,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",35 to 49,White,Southwest,Less than 50 percent,Cell,0.1111,0.3206,2.4938,6.3026,0.692
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Landline,1,0.996,0.6097,0.2637,0.6028
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Central,50 to 85 percent,Cell,0.7778,0.6219,0.6477,0.6017,0.5345
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Black,Southeast,50 to 85 percent,Cell,1,0.6061,0.515,0.3872,0.5453
Rep,35 to 49,High school,White,Female,White,Approve,Yes,Rep.,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,I-4,85 percent or higher,Landline,1,0.9035,2.4586,2.2472,2.4044
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southwest,50 to 85 percent,Cell,1,0.7591,0.8105,0.5642,0.8264
Dem,18 to 34,High school,Black,Female,Black,Disapp.,Yes,Dem.,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,0.7778,0.6245,1.8843,2.5194,1.8863
