response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.887,1.1094,0.9827,1.1077
Dem,50 to 64,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Non-White,Nashville Area,Less than 50 percent,Landline,1,0.3314,1.0751,2.5331,1.2851
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Rep.,Favorable,Rep.,Favorable,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Nashville Area,50 to 85 percent,Cell,1,0.5689,1.1086,1.1378,1.1248
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9722,0.8345,0.3922,0.8198
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.8591,0.658,0.4186,0.6597
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9481,1.1454,0.6509,1.1352
Rep,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Nashville Area,50 to 85 percent,Cell,1,0.5721,0.9641,0.9811,1.033
Und,50 to 64,Some college or trade school,White,Male,Other,Approve,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Cell,0,0.451,0.8009,1.0491,0.2281
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.8782,1.1454,0.7027,1.145
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9699,0.7969,0.3474,0.7886
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,West,Less than 50 percent,Cell,1,0.2292,1.0776,3.0332,1.2493
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Rep.,Favorable,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9546,0.819,0.5408,0.8113
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.8688,0.8636,0.4259,0.8645
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.968,0.7101,0.3238,0.7027
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Memphis,85 percent or higher,Cell,1,0.9586,1.4182,0.7606,1.4043
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9068,1.0938,0.6014,1.0892
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.8207,1.0692,0.6913,1.0789
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,50 to 85 percent,Cell,0.8889,0.838,1.0737,0.8531,1.0672
Rep,35 to 49,High school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,East,Less than 50 percent,Cell,1,0.3767,0.9307,1.6711,1.0826
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.4444,0.1174,1.2191,5.9938,0.7101
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,0.8889,0.8799,0.6537,0.3915,0.6326
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.965,1.1454,0.6395,1.092
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Nashville Area,50 to 85 percent,Cell,1,0.5825,0.9641,0.9636,0.9756
Rep,35 to 49,Grade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.8362,1.3863,0.9868,1.3951
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.9029,0.7101,0.3471,0.7074
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Rep.,Don't know,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,50 to 85 percent,Cell,0.7778,0.5909,0.8042,0.6951,0.7594
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Dem.,Unfavorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.9695,0.6553,0.2943,0.6484
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.9608,0.6072,0.3408,0.6012
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9778,0.7795,0.4092,0.7711
Dem,50 to 64,Some college or trade school,Other,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,Less than 50 percent,Cell,1,0.4016,1.1543,1.3253,1.325
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9173,1.6508,0.7565,1.6416
Dem,18 to 34,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,Favorable,Dem.,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,White,Memphis,50 to 85 percent,Cell,1,0.5312,1.0853,0.9941,1.1099
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9274,0.7734,0.4717,0.7681
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,1,0.2618,0.9602,2.813,1.2091
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,1,0.5686,1.1975,1.5519,1.2846
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,Less than 50 percent,Cell,0.7778,0.2387,1.321,4.1362,1.3312
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Cell,0.8889,0.8919,0.7795,0.4487,0.7548
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Memphis,85 percent or higher,Cell,1,0.9767,1.1538,0.3901,1.1414
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9726,1.0716,0.4101,1.0602
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,30 to 44,4-year College Grad.,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,West,50 to 85 percent,Cell,0,0.7313,1.01,0.6972,0.4175
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,West,Less than 50 percent,Cell,1,0.4779,0.9625,1.2767,1.067
Dem,50 to 64,High school,White,Male,Other,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Eastern Cities,Less than 50 percent,Cell,1,0.472,0.8594,1.3095,0.9551
Rep,50 to 64,Some college or trade school,Black,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9465,1.5,0.7889,1.4704
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9884,0.687,0.2863,0.6796
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Nashville Area,85 percent or higher,Cell,1,0.9722,1.1722,0.5868,1.1598
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.8747,1.0094,0.5676,0.9892
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9446,0.8345,0.4036,0.8273
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.4522,0.8582,1.6385,0.8957
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Rep.,Favorable,Don't know,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,East,Less than 50 percent,Cell,1,0.2851,0.7003,1.3051,0.8652
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9059,1.326,0.8144,1.3205
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.898,0.658,0.4004,0.656
Und,50 to 64,High school,White,Male,White,Approve,Lib./Don't know,Unfavorable,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.837,1.0776,0.6199,1.0577
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9785,0.7385,0.3951,0.7262
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Eastern Cities,85 percent or higher,Landline,1,0.9679,0.8759,0.6111,0.8668
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,Favorable,Rep.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Eastern Cities,Less than 50 percent,Landline,1,0.3739,0.834,2.1467,0.8939
Dem,65 and older,Grade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,Less than 50 percent,Landline,1,0.3968,0.757,1.4593,0.8711
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9286,1.0545,0.7305,1.0329
