response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,18 to 34,High school,White,Male,Hispanic,Don't know,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,disagree,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,0.5556,0.9398,0.8217,1.6045,0.7488
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8129,1.5967,1.2527,1.5877
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8695,0.9808,0.6461,0.9932
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,50 to 85 percent,Cell,0.8889,0.8371,0.7866,0.602,0.791
Dem,50 to 64,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9543,0.8723,1.2696,0.8653
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Don't know,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8523,0.4811,0.3125,0.4773
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9499,0.8172,0.785,0.8191
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Not very likely,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,Hispanic,85 percent or higher,Cell,0.6667,0.9486,0.58,0.3226,0.5206
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.0799,0.9458,4.6071,1.6017
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7664,1.0657,1.0053,1.0991
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,50 to 85 percent,Cell,0.8889,0.5854,1.2309,2.0678,1.2941
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9901,1.3193,0.6927,1.3203
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Disapp.,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Oppose,agree,45 to 64,Some College Educ.,Other,Female,Not very likely,Republican,Nonwhite,Orange,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,0.5556,0.5136,1.161,1.0436,0.7031
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8759,0.5217,0.3331,0.5278
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,0.8889,0.946,0.8541,0.6144,0.8518
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9704,0.7581,0.4478,0.7588
Rep,35 to 49,Graduate or Professional Degree,Other,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,0.6667,0.7762,1.3644,1.0749,1.2734
Dem,65 and older,Some college or trade school,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.9189,1.2146,0.7151,1.2034
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9638,0.9766,0.5583,0.9779
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.978,0.4832,0.2843,0.4835
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9492,1.0195,0.5911,1.0221
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9717,0.9808,0.5781,0.9747
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,Oppose,Oppose,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8861,0.628,0.4004,0.6343
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9349,0.7307,0.5181,0.7336
Und,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Approve,Don't know,Don't know,Don't know,Support,Support,Support,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,Nonwhite,San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,0,0.9784,0.7021,0.4232,0.6704
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9705,1.5448,0.9694,1.5463
Dem,65 and older,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Democrat,Nonwhite,San Diego,65 and older,[DO NOT READ] Don't know/Refused,Hispanic,85 percent or higher,Cell,0.8889,0.9223,0.9496,0.6434,0.9479
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.975,0.5638,0.3341,0.5643
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Orange,35 to 49,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9462,0.8718,0.6911,0.8645
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,30 to 44,Some College Educ.,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,White,85 percent or higher,Cell,0.4444,0.9921,1.4252,0.8433,1.3651
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9388,0.7021,0.441,0.7046
Und,65 and older,Graduate or Professional Degree,Other,Male,Other,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,0.4444,0.9932,0.6728,0.3934,0.6677
Und,50 to 64,Graduate or Professional Degree,Other,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9523,0.4612,0.2571,0.4622
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9024,0.5841,0.3721,0.5887
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8502,1.2378,0.8321,1.2572
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9411,0.6768,0.4905,0.679
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9674,1.1841,0.7112,1.176
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7731,1.8485,1.4327,1.8437
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Orange,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9286,0.4592,0.2526,0.4551
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9102,1.2742,0.8084,1.2829
Und,35 to 49,Some college or trade school,Hispanic,Male,Other,oppose,Disapp.,Don't know,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,San Diego,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.4444,0.4797,1.4059,1.3729,0.9293
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.5163,0.8761,1.0632,0.9679
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9487,1.7205,1.08,1.7249
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.963,1.0253,0.5999,1.0267
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9649,0.5157,0.2962,0.5163
Dem,50 to 64,Graduate or Professional Degree,Black,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9647,0.5135,0.2837,0.5141
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,San Diego,65 and older,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9908,0.5403,0.2544,0.5407
Rep,50 to 64,Bachelors' degree,White,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Orange,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7021,1.2738,1.0446,1.2801
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Don't know,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.5294,0.7835,0.8885,0.8616
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,50 to 85 percent,Cell,0.8889,0.7979,2.0063,1.5392,2.0272
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Don't know,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.8889,0.3388,0.8105,1.3523,0.8459
Dem,65 and older,Graduate or Professional Degree,Other,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Support,Oppose,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Orange,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9278,0.5992,0.3456,0.602
Dem,18 to 34,Some college or trade school,Other,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.7034,0.9731,0.9383,0.9777
Dem,65 and older,Bachelors' degree,Other,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.993,1.0517,0.5556,1.0528
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9893,0.7581,0.4392,0.7586
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Favorable,Oppose,Support,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,San Diego,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,0.7778,0.494,0.8843,1.2327,0.85
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.9547,0.7639,0.5217,0.7654
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9927,0.5217,0.2939,0.5222
Und,18 to 34,High school,Hispanic,Male,Hispanic,Don't know,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,Orange,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.7778,0.2607,1.0955,6.4173,0.8665
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9786,1.5448,0.9612,1.5458
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,Nonwhite,Orange,18 to 34,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,0.6667,0.6359,0.585,0.561,0.4676
Dem,[DO NOT READ] Refused,High school,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.8217,0.9731,2.0809,0.9931
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Don't know,Don't know,Don't know,Don't know,Oppose,Support,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9604,1.3377,0.8225,1.3398
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9441,0.7581,0.4602,0.7603
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,Orange,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.652,1.1328,0.9364,1.1462
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9586,1.0209,0.5772,1.0226
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,Asian,Don't know,Disapp.,Dems. take House,Unfavorable,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9894,0.4991,0.3783,0.4995
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.991,0.9118,0.4852,0.9126
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,Unknown,50 to 85 percent,Cell,1,0.5173,0.5834,1.1595,0.6054
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.964,0.7226,0.3961,0.7235
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8066,1.2738,0.9093,1.3036
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8819,0.4048,0.3266,0.4091
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9849,0.7309,0.6488,0.7313
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9005,0.4887,0.3917,0.4926
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Support,Don't know,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,0.7778,0.9568,1.138,0.6683,1.0672
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4405,0.8805,1.3239,0.9328
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9566,0.8723,0.4888,0.8739
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9931,1.1331,0.6167,1.1313
